,Currency,DailyHigh,DailyHighDate,DailyHighTime,DailyLow,DailyLowDate,DailyLowTime,DailyOpen,DailyOpenDate,DailyOpenTime,LastSale,LastSaleDate,LastSaleSize,LastSaleTime,LastYearClose,LastYearCloseDate,PriceSource,PriceUsedForCalculations,PriceUsedForCalculationsDate,PriceUsedForCalculationsTime,ShortName,Symbol,YearlyHigh,YearlyHighDate,YearlyLow,YearlyLowDate,YieldToMaturity,Valoren
33461293,USD,99.916,11/2/2016,8:42:58 AM,99.886,11/2/2016,8:42:56 AM,99.916,11/2/2016,8:42:58 AM,99.916,11/2/2016,300000,5:20:43 PM,0.0,,FINRA,99.916,11/2/2016,3:24:08 PM,Apple Notes 2016-02.08.19 Floating Rate,AAPL4389214,100.91,11/1/2016,99.491,8/18/2016,0.9377,33461293
33461303,USD,99.268,11/10/2016,1:13:16 PM,99.078,11/10/2016,3:04:53 PM,99.219,11/10/2016,5:42:00 AM,99.078,11/10/2016,245000,5:20:44 PM,0.0,,FINRA,99.078,11/10/2016,4:26:13 AM,Apple 1.1 % Notes 2016-02.08.19,AAPL4389210,100.998,8/12/2016,99.074,11/9/2016,1.453,33461303
33461308,USD,98.601,11/10/2016,1:21:44 PM,97.777,11/10/2016,1:18:39 PM,98.0,11/10/2016,12:10:06 PM,98.094,11/10/2016,100000,5:20:44 PM,0.0,,FINRA,98.094,11/10/2016,4:26:13 AM,Apple 1.55 % Notes 2016-04.08.21,AAPL4389212,101.43,9/1/2016,97.649,8/16/2016,1.9847,33461308
33461312,USD,98.1117,11/10/2016,11:28:54 AM,96.211,11/10/2016,1:47:24 PM,97.619,11/10/2016,7:49:01 AM,96.65,11/10/2016,400000,5:20:44 PM,0.0,,FINRA,96.65,11/10/2016,4:26:13 AM,Apple 2.45 % Notes 2016-04.08.26,AAPL4389208,103.5366,8/25/2016,96.005,11/9/2016,2.8671,33461312
33461314,USD,99.1939,11/10/2016,11:30:18 AM,95.723,11/10/2016,4:15:31 PM,97.079,11/10/2016,7:41:40 AM,95.906,11/10/2016,100000,5:20:43 PM,0.0,,FINRA,95.906,11/10/2016,4:26:13 AM,Apple 3.85 % Notes 2016-04.08.46,AAPL4389215,106.933,8/22/2016,95.723,11/10/2016,4.1308,33461314
3359569,USD,104.0,11/10/2016,2:24:22 PM,103.4261,11/10/2016,1:37:35 PM,103.8,11/10/2016,10:26:46 AM,103.7827,11/10/2016,10000,5:20:44 PM,107.236,12/31/2015,FINRA,103.7827,11/10/2016,4:26:13 AM,American Express 6.15 % Notes 2007-28.8.17 Sr,AXP.LJ,108.119,3/3/2016,97.401,11/2/2016,1.3862,3359569
3879325,USD,107.641,11/10/2016,11:05:13 AM,106.7797,11/10/2016,12:42:38 PM,106.9833,11/10/2016,10:22:23 AM,107.354,11/10/2016,10000,5:20:51 PM,110.705,12/31/2015,FINRA,107.354,11/10/2016,4:26:13 AM,American Express 7 % Notes 2008-19.3.18 Sr Global,AXP.LP,112.25,2/1/2016,105.876,9/28/2016,1.4489,3879325
3881470,USD,144.313,11/10/2016,2:23:08 PM,144.113,11/10/2016,2:18:35 PM,144.213,11/10/2016,2:18:35 PM,144.313,11/10/2016,25000,5:20:55 PM,143.448,12/15/2015,FINRA,144.313,11/10/2016,4:26:13 AM,American Express 8.15 % Notes 2008-19.3.38 Sr Global,AXP.LQ,161.402,7/11/2016,135.029,1/29/2016,4.864,3881470
10199852,USD,116.306,11/11/2016,3:52:03 PM,116.306,11/11/2016,3:52:03 PM,116.306,11/11/2016,3:52:03 PM,116.306,11/11/2016,5000,3:52:03 PM,118.859,12/31/2015,FINRA,116.306,11/11/2016,4:26:13 AM,American Express 8 1/8 % Notes 2009-20.5.19 Sr Global,AXP.MT,120.128,2/8/2016,114.79,10/25/2016,1.4909,10199852
20185542,USD,93.35,8/6/2013,7:50:09 AM,93.35,8/6/2013,7:50:09 AM,97.023,8/6/2013,5:20:36 PM,97.023,8/6/2013,1000000,5:20:36 PM,97.023,8/6/2013,FINRA,97.023,8/6/2013,6:12:31 PM,American Express 2.65 % Notes 2012-2.12.22 Sr Reg S,AXP3945856,99.188,1/7/2013,97.023,2/4/2013,3.06,20185542
20456342,USD,102.5234,11/10/2016,3:06:55 PM,99.6,11/10/2016,3:47:28 PM,100.906,11/10/2016,10:09:27 AM,99.6,11/10/2016,25000,5:20:51 PM,96.321,12/30/2015,FINRA,99.6,11/10/2016,4:26:13 AM,American Express 2.65 % Notes 2012-2.12.22 Sr,AXP3962890,104.96,8/15/2016,95.381,2/8/2016,2.7406,20456342
20456358,USD,98.652,11/10/2016,11:14:51 AM,98.452,11/10/2016,11:14:51 AM,98.652,11/10/2016,11:14:51 AM,98.452,11/10/2016,5000,5:20:52 PM,96.887,12/30/2015,FINRA,98.452,11/10/2016,4:26:13 AM,American Express 4.05 % Notes 2012-3.12.42 Sr,AXP3962889,107.992,9/8/2016,93.192,2/16/2016,4.1907,20456358
21435608,USD,100.778,11/10/2016,12:24:31 PM,100.016,11/10/2016,9:37:52 AM,100.016,11/10/2016,9:37:52 AM,100.189,11/10/2016,51000,5:20:50 PM,99.113,12/31/2015,FINRA,100.189,11/10/2016,4:26:13 AM,American Express 1.55 % Notes 2013-22.5.18 Sr,AXP4007495,101.535,7/1/2016,96.903,3/7/2016,1.4286,21435608
21435616,USD,100.357,11/9/2016,11:31:43 AM,100.3299,11/9/2016,12:02:36 PM,100.357,11/9/2016,11:31:43 AM,100.3299,11/9/2016,529000,5:20:50 PM,99.924,12/30/2015,FINRA,100.084,8/19/2016,3:08:00 PM,American Express Notes 2013-22.5.18 Sr Fltg Rt,AXP4007497,100.826,10/20/2016,97.75,3/1/2016,1.0448,21435616
26296731,USD,103.944,11/9/2016,11:35:14 AM,102.685,11/9/2016,12:12:35 PM,103.506,11/9/2016,9:07:50 AM,102.685,11/9/2016,2000,5:20:38 PM,99.183,12/30/2015,FINRA,102.685,11/9/2016,4:26:13 AM,American Express 3 5/8 % Notes 2014-5.12.24 Subord,AXP4190375,107.6904,8/24/2016,97.072,2/16/2016,3.2696,26296731
10199852,USD,116.306,11/11/2016,3:52:03 PM,116.306,11/11/2016,3:52:03 PM,116.306,11/11/2016,3:52:03 PM,116.306,11/11/2016,5000,3:52:03 PM,118.859,12/31/2015,FINRA,116.306,11/11/2016,4:26:13 AM,American Express 8 1/8 % Notes 2009-20.5.19 Sr Global,AXP.MT,120.128,2/8/2016,114.79,10/25/2016,1.4909,10199852
3359569,USD,104.0,11/10/2016,2:24:22 PM,103.4261,11/10/2016,1:37:35 PM,103.8,11/10/2016,10:26:46 AM,103.7827,11/10/2016,10000,5:20:44 PM,107.236,12/31/2015,FINRA,103.7827,11/10/2016,4:26:13 AM,American Express 6.15 % Notes 2007-28.8.17 Sr,AXP.LJ,108.119,3/3/2016,97.401,11/2/2016,1.3862,3359569
3879325,USD,107.641,11/10/2016,11:05:13 AM,106.7797,11/10/2016,12:42:38 PM,106.9833,11/10/2016,10:22:23 AM,107.354,11/10/2016,10000,5:20:51 PM,110.705,12/31/2015,FINRA,107.354,11/10/2016,4:26:13 AM,American Express 7 % Notes 2008-19.3.18 Sr Global,AXP.LP,112.25,2/1/2016,105.876,9/28/2016,1.4489,3879325
3881470,USD,144.313,11/10/2016,2:23:08 PM,144.113,11/10/2016,2:18:35 PM,144.213,11/10/2016,2:18:35 PM,144.313,11/10/2016,25000,5:20:55 PM,143.448,12/15/2015,FINRA,144.313,11/10/2016,4:26:13 AM,American Express 8.15 % Notes 2008-19.3.38 Sr Global,AXP.LQ,161.402,7/11/2016,135.029,1/29/2016,4.864,3881470
20185542,USD,93.35,8/6/2013,7:50:09 AM,93.35,8/6/2013,7:50:09 AM,97.023,8/6/2013,5:20:36 PM,97.023,8/6/2013,1000000,5:20:36 PM,97.023,8/6/2013,FINRA,97.023,8/6/2013,6:12:31 PM,American Express 2.65 % Notes 2012-2.12.22 Sr Reg S,AXP3945856,99.188,1/7/2013,97.023,2/4/2013,3.06,20185542
20456342,USD,102.5234,11/10/2016,3:06:55 PM,99.6,11/10/2016,3:47:28 PM,100.906,11/10/2016,10:09:27 AM,99.6,11/10/2016,25000,5:20:51 PM,96.321,12/30/2015,FINRA,99.6,11/10/2016,4:26:13 AM,American Express 2.65 % Notes 2012-2.12.22 Sr,AXP3962890,104.96,8/15/2016,95.381,2/8/2016,2.7406,20456342
20456358,USD,98.652,11/10/2016,11:14:51 AM,98.452,11/10/2016,11:14:51 AM,98.652,11/10/2016,11:14:51 AM,98.452,11/10/2016,5000,5:20:52 PM,96.887,12/30/2015,FINRA,98.452,11/10/2016,4:26:13 AM,American Express 4.05 % Notes 2012-3.12.42 Sr,AXP3962889,107.992,9/8/2016,93.192,2/16/2016,4.1907,20456358
21435608,USD,100.778,11/10/2016,12:24:31 PM,100.016,11/10/2016,9:37:52 AM,100.016,11/10/2016,9:37:52 AM,100.189,11/10/2016,51000,5:20:50 PM,99.113,12/31/2015,FINRA,100.189,11/10/2016,4:26:13 AM,American Express 1.55 % Notes 2013-22.5.18 Sr,AXP4007495,101.535,7/1/2016,96.903,3/7/2016,1.4286,21435608
21435616,USD,100.357,11/9/2016,11:31:43 AM,100.3299,11/9/2016,12:02:36 PM,100.357,11/9/2016,11:31:43 AM,100.3299,11/9/2016,529000,5:20:50 PM,99.924,12/30/2015,FINRA,100.084,8/19/2016,3:08:00 PM,American Express Notes 2013-22.5.18 Sr Fltg Rt,AXP4007497,100.826,10/20/2016,97.75,3/1/2016,1.0448,21435616
26296731,USD,103.944,11/9/2016,11:35:14 AM,102.685,11/9/2016,12:12:35 PM,103.506,11/9/2016,9:07:50 AM,102.685,11/9/2016,2000,5:20:38 PM,99.183,12/30/2015,FINRA,102.685,11/9/2016,4:26:13 AM,American Express 3 5/8 % Notes 2014-5.12.24 Subord,AXP4190375,107.6904,8/24/2016,97.072,2/16/2016,3.2696,26296731
73802,USD,155.075,11/7/2016,3:31:23 PM,153.1366,11/7/2016,3:31:23 PM,153.1366,11/7/2016,3:31:23 PM,155.075,11/7/2016,30000,5:20:40 PM,152.4795,12/29/2015,FINRA,155.075,11/7/2016,4:26:04 AM,Boeing 7.875 % Debs 1993-15.4.43,BA.IS,167.573,7/13/2016,153.0,9/19/2016,4.395,73802
1557373,USD,132.236,11/10/2016,12:34:32 PM,132.136,11/10/2016,12:34:31 PM,132.136,11/10/2016,12:34:31 PM,132.236,11/10/2016,15000,5:20:42 PM,125.759,12/30/2015,FINRA,132.236,11/10/2016,4:26:04 AM,Boeing 6 1/8 % Notes 2003-15.2.33 Global,BA.ZK,141.6102,8/22/2016,125.023,3/8/2016,3.5359,1557373
1000767,USD,135.337,11/10/2016,2:05:50 PM,134.5909,11/10/2016,2:05:45 PM,134.5909,11/10/2016,2:05:45 PM,135.337,11/10/2016,25000,5:20:46 PM,132.8944,12/23/2015,FINRA,135.337,11/10/2016,4:26:04 AM,Boeing 6 5/8 % Debs 1998-15.2.38,BA.IX,150.461,7/13/2016,133.0,1/8/2016,4.1561,1000767
135773,USD,143.069,10/25/2016,2:23:56 PM,142.533,10/25/2016,2:24:24 PM,143.069,10/25/2016,2:23:56 PM,142.533,10/25/2016,5000,5:20:40 PM,129.111,12/23/2015,FINRA,142.533,10/25/2016,4:26:04 AM,Boeing 6 7/8 % Debs 1993-15.10.43,BA.IV,148.769,9/23/2016,133.175,3/3/2016,4.261,135773
802858,USD,134.674,11/10/2016,4:28:33 PM,134.474,11/10/2016,4:28:33 PM,134.674,11/10/2016,4:28:33 PM,134.474,11/10/2016,25000,5:20:42 PM,131.026,12/30/2015,FINRA,134.474,11/10/2016,4:26:04 AM,Boeing 7.95 % 1992-15.8.24,BA.IR,145.007,5/6/2016,134.25,1/26/2016,2.9621,802858
925477,USD,151.854,11/7/2016,12:04:17 PM,151.754,11/7/2016,12:03:54 PM,151.754,11/7/2016,12:03:54 PM,151.854,11/7/2016,10000,5:20:40 PM,140.479,12/4/2015,FINRA,151.854,11/7/2016,4:26:04 AM,Boeing 7 1/2 % Debs 1994-15.8.42 Sr,BA.IW,157.79,9/1/2016,141.01,3/2/2016,4.2326,925477
104919,USD,134.253,11/10/2016,2:17:26 PM,133.053,11/10/2016,2:17:26 PM,134.253,11/10/2016,2:17:26 PM,133.053,11/10/2016,20000,5:20:44 PM,130.567,12/29/2015,FINRA,133.053,11/10/2016,4:26:04 AM,Boeing 7 1/4 % Debs 1993-15.6.25,BA.IU,141.118,8/5/2016,129.887,5/11/2016,2.8959,104919
10031189,USD,110.162,11/10/2016,12:17:03 PM,110.162,11/10/2016,12:17:03 PM,110.162,11/10/2016,12:17:03 PM,110.162,11/10/2016,2000,5:20:48 PM,110.65,12/30/2015,FINRA,110.162,11/10/2016,4:26:04 AM,Boeing 6 % Notes 2009-15.3.19 Sr,BA.GBU,114.894,2/5/2016,110.1322,10/6/2016,1.5488,10031189
10398199,USD,110.284,11/10/2016,10:20:40 AM,109.523,11/10/2016,3:59:30 PM,110.284,11/10/2016,10:20:40 AM,109.523,11/10/2016,6000,5:20:39 PM,113.459,12/30/2015,FINRA,109.523,11/10/2016,4:26:04 AM,Boeing 4.875 % Notes 2009-15.2.20 Sr Global,BA.GBY,114.015,6/15/2016,100.2,11/9/2016,1.848,10398199
716139,USD,130.435,11/10/2016,10:54:04 AM,130.343,11/10/2016,10:54:04 AM,130.435,11/10/2016,10:54:04 AM,130.343,11/10/2016,20000,5:20:42 PM,130.775,12/30/2015,FINRA,130.343,11/10/2016,4:26:04 AM,Boeing 8.75 % 1991-15.8.21,BA.IN,137.177,5/20/2016,129.454,10/25/2016,2.0246,716139
723255,USD,164.846,10/17/2016,11:26:15 AM,162.839,10/17/2016,11:28:00 AM,162.939,10/17/2016,11:26:15 AM,162.839,10/17/2016,10000,5:20:45 PM,145.974,12/30/2015,FINRA,162.839,10/17/2016,4:26:04 AM,Boeing 8 3/4 % 1991-15.9.31,BA.IO,168.251,8/9/2016,145.0833,1/14/2016,3.3693,723255
10031196,USD,146.649,11/9/2016,10:35:08 AM,146.549,11/9/2016,10:35:08 AM,146.649,11/9/2016,10:35:08 AM,146.549,11/9/2016,5000,5:20:41 PM,137.589,12/23/2015,FINRA,146.549,11/9/2016,4:26:04 AM,Boeing 6 7/8 % Notes 2009-15.3.39 Sr,BA.GBV,156.639,7/8/2016,137.398,1/5/2016,3.8074,10031196
10753527,USD,100.032,11/10/2016,5:05:21 PM,100.032,11/10/2016,5:05:21 PM,100.032,11/10/2016,5:05:21 PM,100.032,11/10/2016,80000,5:20:47 PM,102.484,12/31/2015,FINRA,100.032,11/10/2016,4:26:04 AM,Boeing 3 3/4 % Notes 2009-20.11.16 Sr,BA.GCE,102.619,1/6/2016,98.5025,5/20/2016,0.0,10753527
10398798,USD,129.693,11/10/2016,10:34:33 AM,129.693,11/10/2016,10:34:33 AM,129.693,11/10/2016,10:34:33 AM,129.693,11/10/2016,400000,5:20:39 PM,126.838,12/29/2015,FINRA,129.693,11/10/2016,4:26:04 AM,Boeing 5 7/8 % Notes 2009-15.2.40 Sr Global,BA.GCA,143.157,7/11/2016,122.727,2/22/2016,3.9554,10398798
866244,USD,161.246,10/19/2016,9:08:10 AM,161.246,10/19/2016,9:08:10 AM,161.246,10/19/2016,9:08:10 AM,161.246,10/19/2016,7000,5:20:39 PM,147.425,12/18/2015,FINRA,161.246,10/19/2016,4:26:04 AM,Boeing 8 5/8 % Debs 1991-15.11.31 Sr,BA.IQ,166.138,9/26/2016,145.925,1/5/2016,3.5091,866244
21311533,USD,99.877,11/9/2016,1:51:06 PM,99.699,11/9/2016,2:29:18 PM,99.877,11/9/2016,1:51:06 PM,99.699,11/9/2016,330000,5:20:50 PM,97.9962,12/30/2015,FINRA,99.699,11/9/2016,4:26:04 AM,Boeing 0.95 % Notes 2013-15.5.18 Sr,BA4001719,100.642,9/22/2016,98.683,3/9/2016,1.1058,21311533
25932360,USD,100.094,11/8/2016,12:44:05 PM,100.094,11/8/2016,12:44:05 PM,100.094,11/8/2016,12:44:05 PM,100.094,11/8/2016,550000,5:20:55 PM,99.853,12/23/2015,FINRA,100.0704,7/28/2016,4:45:04 AM,Boeing Notes 2014-30.10.17 Sr Fltg Rt,BA4179462,100.523,9/14/2016,99.2,10/28/2016,0.715,25932360
25932364,USD,102.35,11/10/2016,1:42:47 PM,101.852,11/10/2016,2:51:47 PM,102.25,11/10/2016,1:42:47 PM,101.852,11/10/2016,3185000,5:20:53 PM,99.847,12/30/2015,FINRA,101.852,11/10/2016,4:26:04 AM,Boeing 2.35 % Notes 2014-30.10.21 Sr,BA4179463,105.533,4/11/2016,99.826,1/5/2016,1.9655,25932364
25932367,USD,102.01,11/10/2016,3:35:45 PM,102.01,11/10/2016,3:35:45 PM,102.01,11/10/2016,3:35:45 PM,102.01,11/10/2016,220000,5:20:52 PM,99.481,12/30/2015,FINRA,102.01,11/10/2016,4:26:04 AM,Boeing 2.85 % Notes 2014-30.10.24 Sr,BA4179464,108.099,8/10/2016,98.98,1/5/2016,2.5854,25932367
27212641,USD,99.286,11/10/2016,11:49:13 AM,98.641,11/10/2016,1:33:47 PM,99.286,11/10/2016,11:49:13 AM,98.745,11/10/2016,6000,5:20:41 PM,96.903,12/23/2015,FINRA,98.745,11/10/2016,4:26:04 AM,Boeing 2 1/2 % Notes 2015-1.3.25 Sr,BA4214068,104.86,8/9/2016,96.8967,3/7/2016,2.6873,27212641
27212643,USD,97.7,11/10/2016,11:17:52 AM,96.459,11/10/2016,11:18:00 AM,96.459,11/10/2016,11:18:00 AM,96.459,11/10/2016,25000,5:20:42 PM,93.472,12/23/2015,FINRA,96.459,11/10/2016,4:26:04 AM,Boeing 3.3 % Notes 2015-1.3.35 Sr,BA4214071,105.827,7/6/2016,92.907,1/8/2016,3.5967,27212643
27212645,USD,94.856,11/10/2016,11:19:14 AM,94.856,11/10/2016,11:19:14 AM,110.904,11/10/2016,11:19:14 AM,94.856,11/10/2016,2000000,5:20:46 PM,93.114,12/28/2015,FINRA,94.856,11/10/2016,4:26:04 AM,Boeing 3 1/2 % Notes 2015-1.3.45 Sr,BA4214072,106.817,9/7/2016,93.781,2/17/2016,3.8341,27212645
28859503,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,7/3/2015,FINRA,0.0,,,Boeing Notes 1992-15.8.42 Gtd Fltg Rt,BA4266422,0.0,,0.0,,0.0,28859503
30202179,USD,99.596,11/10/2016,10:54:46 AM,99.596,11/10/2016,10:54:46 AM,99.596,11/10/2016,10:54:46 AM,99.596,11/10/2016,1900000,5:20:55 PM,97.457,12/30/2015,FINRA,99.596,11/10/2016,4:26:04 AM,Boeing 1.65 % Notes 2015-30.10.20,BA4306057,102.56,10/13/2016,98.077,3/7/2016,1.7638,30202179
30241955,USD,100.347,11/10/2016,2:49:33 PM,100.347,11/10/2016,2:49:33 PM,100.347,11/10/2016,2:49:33 PM,100.347,11/10/2016,1047000,5:20:55 PM,98.912,12/29/2015,FINRA,100.347,11/10/2016,4:26:04 AM,Boeing 2.2 % Notes 2015-30.10.22,BA4306072,104.234,7/11/2016,97.362,1/4/2016,2.149,30241955
30241963,USD,99.562,11/10/2016,12:33:52 PM,98.81,11/10/2016,1:02:39 PM,99.004,11/10/2016,12:00:05 PM,99.342,11/10/2016,1507000,5:20:53 PM,96.961,12/30/2015,FINRA,99.342,11/10/2016,4:26:04 AM,Boeing 2.6 % Notes 2015-30.10.25,BA4306071,106.537,7/21/2016,97.146,1/5/2016,2.701,30241963
32620534,USD,98.06,11/9/2016,9:43:34 AM,97.695,11/9/2016,3:21:54 PM,98.06,11/9/2016,9:43:34 AM,97.695,11/9/2016,55000,5:20:52 PM,0.0,,FINRA,97.695,11/9/2016,4:26:04 AM,Boeing 1 7/8 % Notes 2016-15.06.23,BA4364223,101.683,8/11/2016,97.596,5/19/2016,2.2664,32620534
32620536,USD,97.6135,11/10/2016,3:06:09 PM,95.924,11/10/2016,9:26:46 AM,95.924,11/10/2016,9:26:46 AM,97.6135,11/10/2016,5000,5:20:52 PM,0.0,,FINRA,97.6136,11/10/2016,4:26:04 AM,Boeing 2 1/4 % Notes 2016-15.06.26,BA4364224,102.9801,6/28/2016,95.5,5/16/2016,2.548,32620536
32620539,USD,91.454,11/10/2016,3:03:23 PM,91.454,11/10/2016,3:03:23 PM,91.454,11/10/2016,3:03:23 PM,91.454,11/10/2016,75000,5:20:54 PM,0.0,,FINRA,91.454,11/10/2016,4:26:04 AM,Boeing 3 3/8 % Notes 2016-15.06.46,BA4364225,105.079,7/8/2016,91.454,11/10/2016,3.8993,32620539
73802,USD,155.075,11/7/2016,3:31:23 PM,153.1366,11/7/2016,3:31:23 PM,153.1366,11/7/2016,3:31:23 PM,155.075,11/7/2016,30000,5:20:40 PM,152.4795,12/29/2015,FINRA,155.075,11/7/2016,4:26:04 AM,Boeing 7.875 % Debs 1993-15.4.43,BA.IS,167.573,7/13/2016,153.0,9/19/2016,4.395,73802
104919,USD,134.253,11/10/2016,2:17:26 PM,133.053,11/10/2016,2:17:26 PM,134.253,11/10/2016,2:17:26 PM,133.053,11/10/2016,20000,5:20:44 PM,130.567,12/29/2015,FINRA,133.053,11/10/2016,4:26:04 AM,Boeing 7 1/4 % Debs 1993-15.6.25,BA.IU,141.118,8/5/2016,129.887,5/11/2016,2.8959,104919
1557373,USD,132.236,11/10/2016,12:34:32 PM,132.136,11/10/2016,12:34:31 PM,132.136,11/10/2016,12:34:31 PM,132.236,11/10/2016,15000,5:20:42 PM,125.759,12/30/2015,FINRA,132.236,11/10/2016,4:26:04 AM,Boeing 6 1/8 % Notes 2003-15.2.33 Global,BA.ZK,141.6102,8/22/2016,125.023,3/8/2016,3.5359,1557373
1000767,USD,135.337,11/10/2016,2:05:50 PM,134.5909,11/10/2016,2:05:45 PM,134.5909,11/10/2016,2:05:45 PM,135.337,11/10/2016,25000,5:20:46 PM,132.8944,12/23/2015,FINRA,135.337,11/10/2016,4:26:04 AM,Boeing 6 5/8 % Debs 1998-15.2.38,BA.IX,150.461,7/13/2016,133.0,1/8/2016,4.1561,1000767
135773,USD,143.069,10/25/2016,2:23:56 PM,142.533,10/25/2016,2:24:24 PM,143.069,10/25/2016,2:23:56 PM,142.533,10/25/2016,5000,5:20:40 PM,129.111,12/23/2015,FINRA,142.533,10/25/2016,4:26:04 AM,Boeing 6 7/8 % Debs 1993-15.10.43,BA.IV,148.769,9/23/2016,133.175,3/3/2016,4.261,135773
802858,USD,134.674,11/10/2016,4:28:33 PM,134.474,11/10/2016,4:28:33 PM,134.674,11/10/2016,4:28:33 PM,134.474,11/10/2016,25000,5:20:42 PM,131.026,12/30/2015,FINRA,134.474,11/10/2016,4:26:04 AM,Boeing 7.95 % 1992-15.8.24,BA.IR,145.007,5/6/2016,134.25,1/26/2016,2.9621,802858
866244,USD,161.246,10/19/2016,9:08:10 AM,161.246,10/19/2016,9:08:10 AM,161.246,10/19/2016,9:08:10 AM,161.246,10/19/2016,7000,5:20:39 PM,147.425,12/18/2015,FINRA,161.246,10/19/2016,4:26:04 AM,Boeing 8 5/8 % Debs 1991-15.11.31 Sr,BA.IQ,166.138,9/26/2016,145.925,1/5/2016,3.5091,866244
925477,USD,151.854,11/7/2016,12:04:17 PM,151.754,11/7/2016,12:03:54 PM,151.754,11/7/2016,12:03:54 PM,151.854,11/7/2016,10000,5:20:40 PM,140.479,12/4/2015,FINRA,151.854,11/7/2016,4:26:04 AM,Boeing 7 1/2 % Debs 1994-15.8.42 Sr,BA.IW,157.79,9/1/2016,141.01,3/2/2016,4.2326,925477
10031189,USD,110.162,11/10/2016,12:17:03 PM,110.162,11/10/2016,12:17:03 PM,110.162,11/10/2016,12:17:03 PM,110.162,11/10/2016,2000,5:20:48 PM,110.65,12/30/2015,FINRA,110.162,11/10/2016,4:26:04 AM,Boeing 6 % Notes 2009-15.3.19 Sr,BA.GBU,114.894,2/5/2016,110.1322,10/6/2016,1.5488,10031189
10398199,USD,110.284,11/10/2016,10:20:40 AM,109.523,11/10/2016,3:59:30 PM,110.284,11/10/2016,10:20:40 AM,109.523,11/10/2016,6000,5:20:39 PM,113.459,12/30/2015,FINRA,109.523,11/10/2016,4:26:04 AM,Boeing 4.875 % Notes 2009-15.2.20 Sr Global,BA.GBY,114.015,6/15/2016,100.2,11/9/2016,1.848,10398199
716139,USD,130.435,11/10/2016,10:54:04 AM,130.343,11/10/2016,10:54:04 AM,130.435,11/10/2016,10:54:04 AM,130.343,11/10/2016,20000,5:20:42 PM,130.775,12/30/2015,FINRA,130.343,11/10/2016,4:26:04 AM,Boeing 8.75 % 1991-15.8.21,BA.IN,137.177,5/20/2016,129.454,10/25/2016,2.0246,716139
723255,USD,164.846,10/17/2016,11:26:15 AM,162.839,10/17/2016,11:28:00 AM,162.939,10/17/2016,11:26:15 AM,162.839,10/17/2016,10000,5:20:45 PM,145.974,12/30/2015,FINRA,162.839,10/17/2016,4:26:04 AM,Boeing 8 3/4 % 1991-15.9.31,BA.IO,168.251,8/9/2016,145.0833,1/14/2016,3.3693,723255
10031196,USD,146.649,11/9/2016,10:35:08 AM,146.549,11/9/2016,10:35:08 AM,146.649,11/9/2016,10:35:08 AM,146.549,11/9/2016,5000,5:20:41 PM,137.589,12/23/2015,FINRA,146.549,11/9/2016,4:26:04 AM,Boeing 6 7/8 % Notes 2009-15.3.39 Sr,BA.GBV,156.639,7/8/2016,137.398,1/5/2016,3.8074,10031196
10753527,USD,100.032,11/10/2016,5:05:21 PM,100.032,11/10/2016,5:05:21 PM,100.032,11/10/2016,5:05:21 PM,100.032,11/10/2016,80000,5:20:47 PM,102.484,12/31/2015,FINRA,100.032,11/10/2016,4:26:04 AM,Boeing 3 3/4 % Notes 2009-20.11.16 Sr,BA.GCE,102.619,1/6/2016,98.5025,5/20/2016,0.0,10753527
10398798,USD,129.693,11/10/2016,10:34:33 AM,129.693,11/10/2016,10:34:33 AM,129.693,11/10/2016,10:34:33 AM,129.693,11/10/2016,400000,5:20:39 PM,126.838,12/29/2015,FINRA,129.693,11/10/2016,4:26:04 AM,Boeing 5 7/8 % Notes 2009-15.2.40 Sr Global,BA.GCA,143.157,7/11/2016,122.727,2/22/2016,3.9554,10398798
21311533,USD,99.877,11/9/2016,1:51:06 PM,99.699,11/9/2016,2:29:18 PM,99.877,11/9/2016,1:51:06 PM,99.699,11/9/2016,330000,5:20:50 PM,97.9962,12/30/2015,FINRA,99.699,11/9/2016,4:26:04 AM,Boeing 0.95 % Notes 2013-15.5.18 Sr,BA4001719,100.642,9/22/2016,98.683,3/9/2016,1.1058,21311533
25932360,USD,100.094,11/8/2016,12:44:05 PM,100.094,11/8/2016,12:44:05 PM,100.094,11/8/2016,12:44:05 PM,100.094,11/8/2016,550000,5:20:55 PM,99.853,12/23/2015,FINRA,100.0704,7/28/2016,4:45:04 AM,Boeing Notes 2014-30.10.17 Sr Fltg Rt,BA4179462,100.523,9/14/2016,99.2,10/28/2016,0.715,25932360
25932364,USD,102.35,11/10/2016,1:42:47 PM,101.852,11/10/2016,2:51:47 PM,102.25,11/10/2016,1:42:47 PM,101.852,11/10/2016,3185000,5:20:53 PM,99.847,12/30/2015,FINRA,101.852,11/10/2016,4:26:04 AM,Boeing 2.35 % Notes 2014-30.10.21 Sr,BA4179463,105.533,4/11/2016,99.826,1/5/2016,1.9655,25932364
25932367,USD,102.01,11/10/2016,3:35:45 PM,102.01,11/10/2016,3:35:45 PM,102.01,11/10/2016,3:35:45 PM,102.01,11/10/2016,220000,5:20:52 PM,99.481,12/30/2015,FINRA,102.01,11/10/2016,4:26:04 AM,Boeing 2.85 % Notes 2014-30.10.24 Sr,BA4179464,108.099,8/10/2016,98.98,1/5/2016,2.5854,25932367
